optimizer,best_params,run,score
PPSO,"[  0.46299509   0.64858699   0.49500239  94.3803933   77.47624512
  92.33061913   0.55563346   0.60937819   0.17135669   0.22988384
 106.49168958 129.1721638  123.16394318   0.65510042]",3,2892.50705352622
PPSO,"[  0.32330936   0.56626324   0.4005055   75.07674685 107.22556264
  88.1779168    0.38062057   0.46815255   0.70041892   0.52742283
 103.68236031 117.47326804  86.15222344   0.29457676]",4,2505.2534735486142
PPSO,"[  0.41867451   0.82322732   0.33385173  77.66595179  54.98031889
  34.82124875   0.46740542   0.18490123   0.60129617   0.34913615
 103.41936624 120.12949868 123.17670474   0.18207841]",5,2469.442111141245
PPSO,"[  0.65507471   0.65669308   0.58580701  62.20181771  74.12377743
  97.67502874   0.60410496   0.63344213   0.73018454   0.41371474
 115.22900807 114.95327646 136.98308925   0.75159681]",6,2230.0238214193782
PPSO,"[  0.5470828    0.58428349   0.62801131  78.54562707  80.20089982
 129.38244446   0.58230394   0.44639461   0.39830662   0.37650641
  84.25886577 141.80867432  85.57245642   0.54733461]",7,3093.1657103485004
PPSO,"[  0.66456039   0.6002722    0.31150455  71.10666083 170.50962257
  97.70131433   0.65295603   0.88758926   0.50710548   0.29472582
 121.67677333 119.29959119 168.98448873   0.61340095]",8,2379.292270555551
PPSO,"[  0.43536156   0.58483241   0.3662555   71.70124078 124.15281819
  97.72158437   0.56590357   0.81880027   0.45476714   0.48736259
 114.31937062 103.88007782  97.80919195   0.57735956]",9,2563.0486335777664
PPSO,"[  0.56803144   0.52451236   0.58731377  68.50784163  55.51944523
  75.51152478   0.47517525   0.63595726   0.73335875   0.4104236
 112.04344046 132.569896    86.12760631   0.62252748]",10,2769.091637503531
PPSO,"[  0.53335617   0.60462417   0.52448137 130.68496461  76.67951198
  95.16930143   0.6583589    0.78141318   0.42377675   0.45688807
 128.51780306 121.89496257  64.40722094   0.59602566]",11,2569.698870653777
PPSO,"[  0.48748507   0.52527147   0.46567588  74.48864322 118.21668042
 107.02370257   0.39622408   0.50021708   0.48700871   0.43584629
 109.2444774  128.50476321 135.41559383   0.40674863]",12,2523.6242999385427
PPSO,"[  0.5139182    0.31350079   0.41947364  60.77007418 163.85839454
 148.01358805   0.50615335   0.92057211   0.66229627   0.2892268
 130.90824628 157.45048864  36.77600436   0.78527933]",13,2910.586117235739
PPSO,"[  0.56835978   0.54505598   0.65437469  76.33679327  90.21664132
 118.71491215   0.43777345   0.37014463   0.42187528   0.34512815
  77.91771961 138.85659651  45.31734321   0.50655768]",14,2093.364930771191
PPSO,"[  0.48890253   0.37668743   0.54176797  95.36406806  75.81053529
 116.04837277   0.74993405   0.62506716   0.37175171   0.52879888
 103.25352815 120.61541254 133.48945405   0.74400762]",15,2725.469636349785
PPSO,"[  0.5473083    0.49409292   0.5064449   77.29439279  89.99589688
  42.1052947    0.39471132   0.65407642   0.51255207   0.42284433
 105.16665327 100.24494104 135.500335     0.50918053]",16,2256.721870269378
PPSO,"[  0.56561949   0.22772296   0.37058749  75.00352262 139.73367731
  69.5860166    0.54964869   0.65143528   0.18770131   0.33764134
 107.54555038  79.92175139  42.95244585   0.52497197]",17,2583.719796581821
PPSO,"[  0.40188016   0.69550235   0.57698527  64.30976523  75.00719837
  95.22823288   0.60443226   0.55986425   0.30918144   0.33504015
 108.4863413  134.93394428 131.11061973   0.61581328]",18,2406.137350028382
PPSO,"[  0.48775483   0.64655552   0.5085464  107.78234031  79.71330746
 111.58503101   0.6009355    0.54231765   0.71287672   0.51916425
 112.52904506 120.44208106 131.04989022   0.50055157]",19,2556.853510079618
PPSO,"[  0.66391302   0.411526     0.52696394  78.35733965 160.15824028
 163.97193011   0.61082087   0.7310695    0.35255365   0.56441049
 109.286882   136.0751474   91.27992144   0.56062202]",20,1536.3057896793082
PPSO,"[  0.38340903   0.46791735   0.3388079   71.34756039  95.93598241
  76.39448253   0.47675769   0.55131398   0.61277438   0.50243365
 113.45693423 110.89926517 105.7473216    0.49215403]",21,2652.8402796503406
PPSO,"[  0.23576928   0.82163046   0.44983707  83.70811231  75.76275233
 163.63331183   0.51465603   0.7471543    0.48099703   0.40621906
 106.74240849  81.66947079 139.57991584   0.55421542]",22,2965.6063217228393
PPSO,"[  0.64183211   0.29093591   0.47079548  84.97744443  65.60991908
  99.53131703   0.46903403   0.82359633   0.24195283   0.38346365
  96.86251852 130.84044464 110.82530757   0.48713058]",23,2931.9283577505507
PPSO,"[  0.3467738    0.47384162   0.14912445  78.74837053  99.64547513
  84.54379432   0.62651216   0.70298806   0.91705914   0.29186816
  97.90095483 110.50411542 101.15236294   0.36644363]",24,2347.0259823438805
PPSO,"[  0.35902301   0.44563776   0.78376694  56.98277185 100.38519703
  48.8157396    0.59310706   0.66865      0.22628484   0.48543854
 130.69997189 126.64543716  74.72882168   0.51888774]",25,2161.5300560524893
PPSO,"[  0.19997249   0.78397665   0.50197542  42.19680963  94.88368952
 133.88881752   0.51699773   0.36320094   0.27207443   0.28073956
 112.44162299 123.27637148 146.16169006   0.27604221]",26,1796.1250973314802
PPSO,"[  0.74773942   0.67504701   0.59387606  70.53529243 145.46589569
  77.09457784   0.57161566   0.37986916   0.74794812   0.40070941
 120.00389745 127.30827997 114.47574843   0.63425218]",27,2500.7188843273766
PPSO,"[  0.45224156   0.56293216   0.5695369   97.89403315  75.45344145
 120.29454375   0.60085968   0.71227739   0.24920248   0.46083567
 106.96938042 116.58956436  87.45112566   0.5192475 ]",28,2302.5035429932122
PPSO,"[  0.39306912   0.33813105   0.36763321  92.10069416  80.47688689
  90.63361648   0.35525977   0.58148345   0.16331844   0.34562159
  99.94338494 151.99653927  45.21327779   0.2903164 ]",29,2417.0416934575815
PPSO,"[  0.53325338   0.29133518   0.40548795  75.88357313 110.2593277
  74.64648599   0.49828643   0.5474074    0.29803602   0.38405841
 105.11646926 120.60782116  74.94659775   0.5167246 ]",30,2556.659246515187
PPSO,"[  0.73441431   0.5265167    0.64428646  71.15764349  55.27869015
  89.46358887   0.57886891   0.39252243   0.6068134    0.28982884
  92.76845681 146.35395125 107.81179318   0.44868945]",31,1675.169856543301
PPSO,"[  0.84451257   0.37856555   0.48080586  73.37437711  91.20912334
  78.60147369   0.53050977   0.59137795   0.75579748   0.44399097
 102.14300351 126.29295507 138.18887786   0.55923155]",32,2721.1856427633547
PPSO,"[  0.58730906   0.75917385   0.52959706  96.88645098  86.4671823
 106.05695123   0.49160199   0.36495595   0.59600268   0.35669212
  99.70562424 114.02492677 105.64690022   0.49122408]",33,2545.612751215807
PPSO,"[  0.60050425   0.36392651   0.60555625  68.35902666  87.86050928
 103.25287097   0.51284701   0.54537896   0.38794043   0.39945775
 127.91040731 114.64667492  92.03038326   0.58367731]",34,2434.845665404013
PPSO,"[  0.68971921   0.560616     0.69268958  78.84784205 102.87061303
  89.82656145   0.58906666   0.4398013    0.5289387    0.54331525
  99.57417575 125.64851181 143.27428641   0.50160438]",35,2444.3309557321586
PPSO,"[  0.42238689   0.39352183   0.47490416  67.7646404   68.99344303
 120.64025287   0.55520138   0.5140893    0.70201608   0.53577142
  92.87066951 149.48766299  94.22493128   0.44062119]",36,2281.66598626237
PPSO,"[  0.7088477    0.30313085   0.19271321  66.40271276  65.48857353
  69.04484441   0.39160193   0.47055389   0.60821121   0.25037517
 128.22374636  84.17558434 138.82328558   0.32945228]",37,2499.0003003440247
PPSO,"[  0.60999858   0.55077166   0.69582421  70.83785588  69.76767634
 111.87436608   0.31160663   0.46478215   0.64586436   0.29260243
 103.30442222 136.047461   148.3709429    0.37021831]",38,2063.7052458324833
PPSO,"[  0.41868806   0.30016223   0.34577143  64.78665637  50.88935431
  38.31778595   0.75801685   0.5667212    0.58987968   0.40643498
 108.22214248 143.42129684 115.33819778   0.63463081]",39,2559.6579218831935
PPSO,"[  0.46804067   0.43944295   0.28816631 123.09839671  91.3739321
  78.15502331   0.49756487   0.56026893   0.52732151   0.31523629
 119.93269252 129.21327132  81.71633639   0.49532916]",40,2453.4475695019846
PPSO,"[  0.62199369   0.70788382   0.73162497  77.59513102 108.55651235
 109.57359623   0.64071265   0.72968376   0.55899804   0.59118244
 106.04343742 101.9740053  124.69224769   0.67538179]",41,2301.0460458430925
PPSO,"[  0.44969324   0.35079795   0.21222264  75.32736333  32.5665832
  76.19884228   0.42487631   0.53360795   0.44075555   0.49374812
  97.9432582  123.39425284 162.69727672   0.31741683]",42,3094.4514796048848
PPSO,"[  0.25697013   0.59066061   0.59394836  82.82239174 123.44078662
  92.13011807   0.63244032   0.72472096   0.20359847   0.5869153
 105.6446161   88.85843538 141.88965423   0.6685503 ]",43,2457.2692041481346
PPSO,"[  0.34878918   0.42848512   0.58181989  81.10968735  87.18439001
 136.77591104   0.55905444   0.45531813   0.38544156   0.48392438
  87.82173701 137.18094977  62.86127074   0.58683917]",44,2719.5930546104855
PPSO,"[  0.61708074   0.50558877   0.45198348  75.29128375 108.50843046
  69.03678918   0.59287341   0.48942422   0.46974327   0.34919051
 108.48430238 104.89852435 116.6596258    0.54894376]",45,2442.280113747765
PPSO,"[  0.6714925    0.36782814   0.75445823  78.48055243  75.11054187
  77.60708702   0.64568826   0.51339478   0.4216509    0.64621709
  98.9763236   94.41840925 108.36414875   0.6594582 ]",46,2623.0855212200227
PPSO,"[  0.67275628   0.57298692   0.57614083  80.02265339  47.51120057
 107.60273344   0.71973294   0.54886775   0.75035009   0.42647936
 118.8876557  116.61573203  82.69211556   0.61361959]",47,2186.0398702909615
PPSO,"[  0.63670131   0.70567633   0.52634714 123.38098914  86.86684717
 118.4439105    0.4484291    0.48386451   0.34459215   0.33262428
 121.798251   113.51607536 101.51111176   0.42056216]",48,2508.944373045709
PPSO,"[5.48104005e-01 7.05064634e-01 5.10577613e-02 7.80754860e+01
 5.04774714e+01 4.20901682e+01 1.34820391e-01 7.80943193e-01
 5.13637510e-01 4.85004644e-02 1.02411227e+02 5.95040647e+01
 1.61116552e+02 1.59721997e-01]",49,3211.326211624077
PPSO,"[  0.48023817   0.50541569   0.56226047  85.02055133  63.6461085
  99.81167172   0.64989846   0.58183088   0.76370084   0.70121295
 102.88721568 129.21379721 123.55784738   0.47947312]",50,2291.340769300422
PPSO,"[  0.62811236   0.43251981   0.37821139  57.3153255  111.6581935
 147.29723636   0.48795212   0.48998336   0.75347807   0.19389152
 140.79468068 100.37242302 172.16781253   0.7287604 ]",51,2531.713076965059
PPSO,"[  0.63273103   0.75340058   0.90030577  70.20257031 159.25204438
  43.71044933   0.87584666   0.37689866   0.87355096   0.77184081
 122.89501332 139.31946477 175.31436536   0.82546443]",52,2439.2155696955588
PPSO,"[  0.36378547   0.67905505   0.56332901  59.49517971  92.94346064
 121.52512994   0.66859014   0.66428535   0.36194124   0.28646465
 130.84607395 104.77791908 119.28325188   0.84646402]",53,2330.2302095286377
PPSO,"[  0.77576699   0.38619925   0.60502021 147.02011835  84.45810577
 141.79234096   0.53024281   0.71852716   0.33118079   0.51303367
 145.10937009 130.29437971  43.85130579   0.48464647]",54,2381.913594833418
PPSO,"[  0.3457277    0.35909417   0.45729193  72.38182992  76.25063249
 108.44308861   0.54908117   0.53040113   0.38641288   0.36182972
 129.79727454 141.88992645  85.80275386   0.51676688]",55,2769.465878532041
PPSO,"[  0.30136548   0.50290061   0.50958061  52.41815178 137.9248538
 167.86012499   0.2604698    0.68952463   0.4277993    0.50802321
 125.19235455  74.08008146  79.37786213   0.26540566]",56,2493.5840462793176
PPSO,"[  0.60499969   0.80482866   0.38036208  76.23997348  91.16734285
  92.45442655   0.41765159   0.45252789   0.42272945   0.20738613
 107.7286917  105.92661374  93.36251146   0.47153918]",57,2767.4974230354132
PPSO,"[  0.66775116   0.30429124   0.55040221  66.35663576  79.83871665
  84.23450064   0.32801661   0.76433533   0.63488738   0.31046676
  96.63778099 154.51430791 150.24930138   0.66970967]",58,2604.650211219036
PPSO,"[  0.49678269   0.63261974   0.51786313  78.18399772  61.48101614
  77.36952557   0.58762257   0.52460429   0.58955078   0.49724551
 104.89382846 127.01732916 117.6177919    0.37675976]",59,1994.7115619929539
PPSO,"[  0.50569425   0.57067364   0.48420905  81.21007123  65.24580356
  80.56725154   0.70334921   0.26413391   0.62384965   0.43731809
 130.48099848 124.88071072  76.8825187    0.47300404]",60,1994.979532244064
PPSO,"[  0.43578224   0.45732148   0.30714329  65.52865896  57.03321125
  21.66632476   0.61588594   0.45093998   0.55463107   0.23923014
 114.63305319 123.14722683  88.71389942   0.35996297]",61,2179.610458077991
PPSO,"[  0.8620903    0.23985613   0.55733928  42.10288846 111.60224542
 108.37129741   0.84929864   0.94420695   0.45589093   0.24849361
 119.26371644  56.54854127  62.81847236   0.81173735]",62,2192.4460495351755
PPSO,"[  0.36577843   0.44107229   0.6433299   89.23742309  83.92103501
 126.57829071   0.44448485   0.54962925   0.46083322   0.63212615
  98.78339056 128.43927877 126.46607337   0.49982461]",63,2607.173595215991
PPSO,"[  0.62586322   0.61565339   0.71502582  65.29392125  90.15590244
  63.7385171    0.57951264   0.68059114   0.48507013   0.3816439
  98.75056037 149.20197439 109.89030556   0.70521231]",64,2589.0591577194145
PPSO,"[  0.35549623   0.74950594   0.490386   123.01222641  85.3775176
  68.50074806   0.44154877   0.66373052   0.44851203   0.29382068
 119.93612581 121.49157569  84.10203842   0.32252844]",65,1374.6107335534048
PPSO,"[  0.37702683   0.44213601   0.5773913   76.47466775  69.96480756
 120.31841897   0.47789292   0.50569218   0.5523846    0.47210449
 101.4602671  132.16656302 106.10024057   0.5766993 ]",66,2118.6441982029573
PPSO,"[  0.29324186   0.574835     0.50219069  76.80090483  69.03190903
 113.09117976   0.68204811   0.29743615   0.60587537   0.46156137
 116.80510841 108.05044993  92.89112989   0.52132301]",67,1927.1917838254149
PPSO,"[  0.55772491   0.62495508   0.52776127  62.59955029  71.04679783
  66.12385781   0.41650168   0.53325956   0.58942818   0.28205404
 118.49676806  85.36790214 149.24821655   0.40861722]",68,2686.6651242124494
PPSO,"[  0.36687265   0.4376513    0.31180458 144.57014358  76.9819497
 130.25457196   0.53348595   0.72509576   0.37626498   0.42226261
 122.3526937  169.83966916  90.82005178   0.46402972]",69,2622.888594416064
PPSO,"[  0.30318167   0.40012805   0.32090216  77.39874831  88.58083405
  43.01961295   0.56010776   0.48227937   0.19273857   0.19070506
 110.67096489  24.40574786  65.82334257   0.78391957]",70,2086.133891774655
PPSO,"[  0.17693755   0.47257862   0.29696386  81.7708785   82.39137106
  72.04374531   0.51224863   0.74755155   0.60554854   0.36610511
  96.95986351 144.13833549 114.48478233   0.48544322]",71,2507.2779208019497
PPSO,"[  0.50171618   0.63203014   0.53459952 116.19783486  86.99112639
 130.61518511   0.50098377   0.67090242   0.3659477    0.46331078
 124.07173794 107.02633725 100.94627603   0.40057028]",72,1982.3980138252236
PPSO,"[  0.23098952   0.64290705   0.26513378  95.27023278  70.97907951
 108.08574934   0.71924243   0.78963558   0.63107368   0.43797455
 111.76351125 110.10726532  99.20081564   0.31221416]",73,1971.0520009692398
PPSO,"[  0.44960222   0.53495329   0.50817634  59.2794294  101.51807937
 168.03615353   0.50358816   0.71384134   0.61258728   0.38375303
  96.40860185 156.91245508 151.33750745   0.62543017]",74,2804.9672135124074
PPSO,"[  0.43061872   0.79501514   0.6937065   90.53315229  86.75889686
  92.15685681   0.53089017   0.63486712   0.27542408   0.39479349
  99.7369792  136.04757151  98.38701615   0.64681027]",75,2846.8572924119135
PPSO,"[  0.31896089   0.64480177   0.56470056  95.94690851  82.97474212
 104.55903959   0.55385433   0.54490599   0.30233813   0.44186019
 100.02734771 137.45136965 118.18627664   0.47830256]",76,2474.458425889337
PPSO,"[2.57093966e-01 4.01260613e-01 7.58864579e-01 6.71010626e+01
 1.75860762e+02 1.40314549e+01 9.18466281e-01 4.15891139e-01
 4.88396110e-02 5.26285115e-01 1.24755048e+02 7.16738192e+01
 1.06888484e+02 8.89761218e-01]",77,2608.9741430996496
PPSO,"[  0.43001396   0.52013437   0.55979515 112.03972593  91.43278405
 123.03493523   0.51438028   0.59999143   0.40432779   0.57556631
 119.11969183 139.02177246 125.38525112   0.5362444 ]",78,2630.104002447044
PPSO,"[  0.30971445   0.711324     0.81499068  65.73470856  64.03433892
 151.34769547   0.51749157   0.66222568   0.38959964   0.72696771
 108.9800096   65.40118781 138.2253566    0.51174395]",79,2576.3680684892015
PPSO,"[4.86569822e-01 8.07011639e-01 1.40127857e-01 1.23330721e+02
 8.08486446e+01 6.92716978e+01 7.33331967e-01 6.37124356e-01
 3.53116438e-01 8.57614548e-02 1.19800080e+02 9.69156317e+01
 3.78208081e+01 5.09417989e-01]",80,2414.1833626408265
PPSO,"[  0.52997152   0.56638213   0.78688739  76.1080632   75.57206176
 121.3905228    0.55438694   0.39685417   0.57636954   0.42404148
  95.23125225 136.45493286 139.85476708   0.53882901]",81,2423.9515212892275
PPSO,"[3.30513337e-01 6.84521192e-01 5.75555119e-01 7.53226898e+01
 6.48422339e+01 1.01848104e+02 5.68978091e-01 1.28811225e-01
 5.88417057e-01 3.11172072e-01 1.13622024e+02 1.31946625e+02
 1.02227736e+02 6.77372319e-01]",82,2841.609403364872
PPSO,"[  0.73918381   0.81865216   0.80375176 144.32075007  77.05074595
  93.7541407    0.7580459    0.6117426    0.45775159   0.5395118
 126.81763956 162.12113255 156.18643668   0.77631589]",83,2608.1031055885855
PPSO,"[  0.43981581   0.30578544   0.28510013  76.71143339  44.85095085
  56.01800289   0.68899153   0.77131071   0.56645272   0.6465452
 127.86381062  91.8370832  124.54684848   0.55938497]",84,2358.6184456336214
PPSO,"[  0.53939721   0.66979553   0.52087515 109.2703188   71.35887661
  76.10720122   0.65358013   0.64145364   0.37346985   0.43905694
 113.81144362 125.70691484 123.97401708   0.40946706]",85,2057.678447968894
PPSO,"[  0.36636131   0.37876257   0.50705935  92.2755121   73.19493217
  69.93920728   0.61898506   0.55522289   0.44674389   0.68981317
 113.17184898 121.21763802  50.67075409   0.49811043]",86,2361.8905898964927
PPSO,"[  0.54253305   0.71299771   0.46716834  84.57931881  73.14916086
 126.72874146   0.48761252   0.65919235   0.69048531   0.40581241
 100.0242627  128.54977318 122.98023151   0.57014799]",87,2709.525133860378
PPSO,"[  0.48466448   0.37492391   0.66617083  70.08224998  73.97957734
 185.82941002   0.32766617   0.62509541   0.53034462   0.29194287
 116.79684433  24.3790457   44.79281081   0.64192737]",88,2015.2977385318804
PPSO,"[  0.78711966   0.55997926   0.71403897  53.69882056  89.80507176
  45.86708545   0.68761747   0.80422782   0.35880338   0.26786487
 129.16379582  68.77278327  41.87147108   0.65970348]",89,1862.8874287158544
PPSO,"[  0.9327136    0.65826524   0.89053025  62.69506655  58.17102856
  39.19825649   0.69180026   0.3601456    0.22490144   0.20349013
 103.32767763 172.10456139 116.15354501   0.79804301]",90,2620.5518171224926
PPSO,"[  0.63794229   0.45263024   0.42239802  73.62735974  82.97799854
  92.49902182   0.43925638   0.70676881   0.40270319   0.48947204
 118.04300936 115.30181723 120.75599738   0.40302144]",91,2592.0204113422296
PPSO,"[  0.62156192   0.26864273   0.54286507  70.09546628  89.99428063
  86.80150224   0.51839306   0.44746402   0.53531368   0.51565207
 107.92919034 102.70712202 123.65972293   0.49418465]",92,2153.6336515656035
PPSO,"[  0.86214629   0.32926638   0.42200346  72.86115252 105.57239849
 104.24205474   0.35748264   0.72188875   0.45796733   0.36928078
 107.50779164 115.90847064 105.99785387   0.40787973]",93,2408.3231919823666
PPSO,"[  0.18947384   0.44843838   0.21076738 107.2955841   70.71803989
 110.8095739    0.44346043   0.75697267   0.34738924   0.236933
 112.78820763  65.02848785  78.08021409   0.71874681]",94,2663.229642988468
PPSO,"[  0.41871769   0.45523151   0.48621005  83.24498196  63.98998528
 112.05135066   0.63060746   0.56127402   0.67614147   0.59685985
 100.09951024 132.66475122 107.21698237   0.57843783]",95,2497.049758305557
PPSO,"[  0.51735331   0.21712857   0.68411055  64.65403526  53.31571594
  96.0166112    0.3835893    0.35169449   0.47199701   0.3884045
  97.14731609 161.49568547  69.57677416   0.41428252]",96,2140.7476551974682
PPSO,"[  0.4212064    0.54633161   0.4467473   87.97354199  90.99814332
  85.59465217   0.61771237   0.46402418   0.45035975   0.36322353
  90.36253049 123.9451493  110.79994747   0.57530717]",97,2395.342138664935
PPSO,"[  0.59267522   0.51691143   0.74877111  86.18768238  64.09466563
  95.54763608   0.54744285   0.46675507   0.40102438   0.44699865
  99.45726228 142.15554623  86.63840364   0.5148521 ]",98,1989.332882106419
PPSO,"[  0.69263402   0.72338317   0.56154021  66.14129208  77.20854912
  51.90885801   0.49757401   0.44888678   0.48878054   0.23212264
  90.52292346 153.22735812  71.16171606   0.58150692]",99,2683.370322300656
PPSO,"[  0.28902627   0.48879254   0.46242881  68.20071144  61.07802252
  64.01404243   0.60394707   0.60074574   0.74232336   0.48920746
 123.50285586 117.80443286 108.65327859   0.45204926]",100,2269.259584975323
ACO,"[0.24627178931494553, 0.7137750865247383, 0.39564743932667334, 19, 82, 24, 0.4296333519516385, 0.9504723587614499, 0.1712041032574465, 0.9347084332297356, 133, 199, 45, 0.3019435530845668]",1,2679.3618640105065
ACO,"[0.888193155829728, 0.8128232103584159, 0.5248184853843627, 69, 51, 50, 0.4517861280113717, 0.06941648652098997, 0.8781645482642392, 0.19001833344771657, 109, 130, 81, 0.5421884817218939]",2,2545.377325409855
ACO,"[0.021640006989931737, 0.8514736471962019, 0.09432648321421999, 171, 77, 64, 0.7381537576479764, 0.9819893076963262, 0.6554810089121578, 0.20172342239398744, 130, 65, 187, 0.3376269384116267]",3,2726.061723080056
ACO,"[0.45354998497071486, 0.7622702699332206, 0.6387166528801754, 76, 76, 129, 0.667560540373079, 0.10098893939470088, 0.5127761346208535, 0.26522531144337025, 120, 111, 139, 0.6982486118555723]",4,2430.785755860412
ACO,"[0.8279199620668538, 0.9960221591781386, 0.7780386040585935, 66, 110, 158, 0.36049752847266536, 0.4620671498296467, 0.10124543797477026, 0.1573444273657958, 122, 103, 28, 0.4803665336559259]",5,2319.01118853357
ACO,"[0.2376549844304846, 0.8950875913836666, 0.7496005414692216, 14, 69, 21, 0.3228187041379321, 0.9122948939140526, 0.6336901317983339, 0.19909436552870197, 121, 11, 37, 0.5158612068455415]",6,2679.442114956116
ACO,"[0.6381584130026303, 0.8426602628056412, 0.8972760847123662, 66, 97, 55, 0.6360701200633714, 0.6776388327954844, 0.6763594425758794, 0.525224922302498, 130, 122, 137, 0.8299631891021018]",7,2564.9174227231133
ACO,"[0.4358956585342527, 0.8232992571735834, 0.554017679846047, 109, 81, 75, 0.5463541557973045, 0.5046633539173514, 0.04432768358457262, 0.2876155283913261, 123, 55, 53, 0.4484016314200503]",8,2411.2865874357517
ACO,"[0.34686578590445505, 0.8283014818061488, 0.6987041893660028, 74, 154, 117, 0.11711874892663134, 0.23216174582106697, 0.5023174976583139, 0.19530123495586493, 129, 150, 79, 0.11343876238663514]",9,1820.2305389518174
ACO,"[0.6836021965186273, 0.45816437039740776, 0.10780266874250455, 73, 50, 111, 0.6972503245042962, 0.9769133042624989, 0.5277266253419026, 0.018477123108684212, 105, 154, 72, 0.39855486603458706]",10,2594.6105243952475
ACO,"[0.16233669946536466, 0.19015426666544755, 0.6258511992820865, 83, 81, 113, 0.15879327814994598, 0.8554147440559837, 0.026145331265407523, 0.9942821365257433, 125, 185, 70, 0.1998047446926828]",11,2534.076434085497
ACO,"[0.5643512871691811, 0.05374686898671033, 0.6594704422048909, 71, 35, 132, 0.16101854508389238, 0.7409899453827244, 0.4537437204888769, 0.3298280582913251, 122, 181, 119, 0.15631819671534156]",12,1869.400255578578
ACO,"[0.46623771150771764, 0.3628289241318584, 0.26371024535205045, 64, 174, 39, 0.22471452768264913, 0.7251966474938384, 0.2577873655352826, 0.19923359503451588, 132, 133, 162, 0.38308950682376836]",13,2646.7255870365157
ACO,"[0.5450284206547726, 0.05722774491876592, 0.5175797724563364, 58, 147, 149, 0.8297131323251936, 0.5729533237131339, 0.1533660515463391, 0.5184078412900606, 130, 182, 123, 0.6362194881788411]",14,2706.944260607226
ACO,"[0.4508461063146856, 0.9545429026878384, 0.11825299377734311, 39, 155, 144, 0.45833319118031063, 0.6741114589681595, 0.11345711601103625, 0.04737147502149197, 141, 129, 172, 0.90464714926823]",15,2838.509462912438
ACO,"[0.9256707148841136, 0.8359903216071057, 0.3383813966150587, 67, 23, 65, 0.5337423668521091, 0.4938346940632309, 0.9724080547385864, 0.7929150956572836, 110, 128, 115, 0.15270976831164632]",16,2563.4681303339007
ACO,"[0.8806230262581674, 0.336211665106784, 0.3944382306679294, 73, 112, 126, 0.7245241170314117, 0.3492937169230208, 0.37327072333935707, 0.24401131731463965, 114, 146, 10, 0.603550717599318]",17,2067.951347163752
ACO,"[0.639993756699028, 0.7990101925832165, 0.5922982972881878, 80, 68, 146, 0.2061951844892599, 0.7123435402280391, 0.8112551787559286, 0.7562779091771847, 125, 159, 52, 0.2090717368843808]",18,2782.188278665627
ACO,"[0.9928333521589511, 0.8356595268192887, 0.2603141425187442, 68, 29, 10, 0.6877062571648126, 0.8947706918247765, 0.6667121399524667, 0.4989981683786021, 114, 114, 40, 0.15957470544850874]",19,2829.0284135319343
ACO,"[0.986684653283103, 0.28378581850083284, 0.774007829977929, 45, 110, 197, 0.7631959962163342, 0.6792819595013441, 0.15483297176455357, 0.25138802579981523, 122, 162, 154, 0.178833461251306]",20,2127.292667745183
ACO,"[0.9248703683541578, 0.41926943470749234, 0.20260224128317617, 77, 75, 113, 0.55066620170818, 0.9462501621788685, 0.36154059840004427, 0.1389566407970222, 102, 79, 16, 0.48030102404528896]",21,2611.466977033126
ACO,"[0.4033251405433469, 0.26037166494088504, 0.42103500274111305, 69, 116, 125, 0.5065108731941457, 0.9853669134636119, 0.532055472091163, 0.6395426486241476, 93, 173, 118, 0.5686831975902787]",22,2452.146254389869
ACO,"[0.009552808054523965, 0.6347837486112186, 0.3451418612773143, 100, 95, 87, 0.27299717165736664, 0.707735003479511, 0.1367085495271032, 0.2724541896368934, 124, 133, 62, 0.1541155759351961]",23,2108.117960428689
ACO,"[0.4647378889859526, 0.3128514580329237, 0.41256699054391155, 48, 56, 164, 0.11249326850179911, 0.7805789551306388, 0.27990889927392437, 0.09407584420600379, 142, 94, 190, 0.519543071923919]",24,2968.817517779378
ACO,"[0.5827860879881647, 0.8159408264306295, 0.21241348601503218, 72, 32, 28, 0.7999840540880729, 0.9952509910502633, 0.6479557720877696, 0.2186132127954198, 111, 23, 10, 0.9011455507927875]",25,2305.321727742722
ACO,"[0.8559235396364061, 0.5850427934031824, 0.1238806722639505, 30, 93, 168, 0.6536727865226143, 0.30747225308375925, 0.3140859082567342, 0.05722683468251133, 107, 35, 15, 0.3945773947453919]",26,2267.9160289849724
ACO,"[0.28371673538193976, 0.9679827425990022, 0.22438818618269019, 15, 81, 41, 0.4265315358132756, 0.9454349361631569, 0.256465528318813, 0.4807565345355185, 116, 193, 192, 0.4164463663546224]",27,2284.355508756734
ACO,"[0.7250964590181203, 0.2982420636704445, 0.4533275904981098, 58, 18, 89, 0.17937188100669468, 0.4758735370293212, 0.006182840709740622, 0.15480572865893472, 136, 175, 170, 0.2689994970199537]",28,2673.3101171224926
ACO,"[0.02705739178738964, 0.6873615145611097, 0.46069348668664534, 86, 91, 69, 0.5921786284663754, 0.32803574919230194, 0.6316539266326803, 0.5010304320962886, 122, 157, 46, 0.761650557266793]",29,2239.7479102040575
ACO,"[0.12184333025104632, 0.9839045351436757, 0.20756968305645518, 149, 91, 143, 0.4143392815200467, 0.9809821690262105, 0.32753436056077034, 0.12813066213929625, 110, 134, 84, 0.47644789625623146]",30,2699.1991943889425
