optimizer,best_params,run,score
ACO,"[0.5533917235506574, 0.7927962376366405, 0.5965591001261976, 72, 45, 38, 0.44943795506319634, 0.3828835521408005, 0.08402687435502632, 0.17310866196895325, 111, 22, 130, 0.6034108183355176]",31,2621.0069437882707
ACO,"[0.8692471160256183, 0.8888544297709171, 0.6465171496014579, 74, 31, 152, 0.8315833952329011, 0.8314612524758022, 0.025232544529553702, 0.6111466582435051, 131, 16, 95, 0.29138969051167424]",32,2020.5075941475745
ACO,"[0.39417224174148124, 0.9683848811494778, 0.8442923798768283, 63, 88, 22, 0.5101749301177477, 0.9930487185075975, 0.6414738089709175, 0.3187102977491564, 133, 133, 144, 0.8034998112222008]",33,1943.563907132286
ACO,"[0.2968679017121775, 0.8285257989353331, 0.7115542849405067, 34, 96, 81, 0.5097654806534353, 0.7271777603286858, 0.7429108876476183, 0.9215074534683387, 116, 124, 31, 0.34460241521424795]",34,2363.2935355220047
ACO,"[0.9486391720967646, 0.2941983030624826, 0.3163366216295974, 32, 94, 58, 0.4986228897475749, 0.5942150977801322, 0.19248740335981673, 0.5839461213016842, 107, 191, 178, 0.11561706202674471]",35,2188.160568138513
ACO,"[0.9468706239658717, 0.03405946309957708, 0.8942690502988173, 68, 137, 181, 0.8403030964153516, 0.21034655850699724, 0.5972561635508945, 0.5612464516926409, 125, 102, 148, 0.9032819135159639]",36,2520.6501910093057
ACO,"[0.9488033583663984, 0.9671540504933207, 0.05756916789439381, 17, 83, 83, 0.3821361113531744, 0.8111188922390098, 0.8430739187341201, 0.15443861084611665, 126, 29, 171, 0.5021366510612871]",37,2583.3520536462515
ACO,"[0.5002538542939409, 0.5776050459020902, 0.2401398454381175, 74, 80, 183, 0.7675077871797086, 0.98668057276542, 0.4085798135514679, 0.12761506302199477, 90, 187, 169, 0.5175520460629605]",38,2984.1199197475867
ACO,"[0.024884284710849247, 0.8114364868418068, 0.45352762779299627, 68, 79, 195, 0.5731248185800258, 0.676308848614264, 0.7737108235616399, 0.5282842829322199, 121, 116, 50, 0.8847324917989623]",39,2650.4293486195324
ACO,"[0.7456956626559611, 0.20447917818103467, 0.9313553870357267, 79, 112, 134, 0.21076245310773634, 0.7313785671956226, 0.31537537072503574, 0.5809874102825001, 96, 167, 176, 0.25563410973243367]",40,2526.850972920751
ACO,"[0.7184756132994565, 0.6777038539356888, 0.22969244380607245, 76, 47, 127, 0.8763835536591141, 0.7690080608575016, 0.3031550989335453, 0.14818223658777185, 94, 180, 169, 0.2998488108051187]",41,2132.5461056034333
ACO,"[0.5420459994153298, 0.7946113257812487, 0.9713927277354404, 66, 101, 194, 0.13845443681063002, 0.4436645860956594, 0.374595040434736, 0.3263197874064456, 98, 50, 193, 0.13623835716646387]",42,2351.601976271986
ACO,"[0.3466580504149962, 0.9168731342672061, 0.2062387294000696, 126, 66, 191, 0.7055589136454437, 0.8997243023259958, 0.2635464794556389, 0.12393051451985382, 134, 53, 88, 0.14838764396559811]",43,2623.0371563821764
ACO,"[0.45308565463214723, 0.449156025373148, 0.5099944599203994, 58, 92, 75, 0.44729024875573, 0.6716303674354412, 0.21957773205604436, 0.40601138111683965, 128, 91, 182, 0.256057579423988]",44,2298.6060195579626
ACO,"[0.6829687798803606, 0.2443387045219605, 0.41159099583376146, 63, 70, 181, 0.4823725906741579, 0.7241247328306408, 0.4930904436074961, 0.15626078178820757, 134, 127, 64, 0.6471697282914175]",45,2305.1796260372043
ACO,"[0.9309984989571903, 0.5453652645074167, 0.6896669666157452, 76, 33, 164, 0.899945265391107, 0.39027517279825563, 0.45236146570626745, 0.3003967975356959, 117, 169, 75, 0.7824323245504318]",46,1920.146806573956
ACO,"[0.2913042015630014, 0.8814805329196453, 0.4268572757166512, 76, 77, 155, 0.4732369013686483, 0.6513113078442396, 0.3590741629365639, 0.37364640661100257, 93, 155, 166, 0.5650514223532124]",47,2786.1666603117824
ACO,"[0.3293200141827394, 0.028066433475776864, 0.14656655946197472, 69, 200, 101, 0.5538133200743063, 0.915877010094011, 0.19846094027554928, 0.47792912766185425, 111, 118, 142, 0.4798523403705049]",48,2384.7980241499454
ACO,"[0.7761436591664994, 0.881011792750243, 0.4543206419405893, 93, 57, 76, 0.7605100086406499, 0.30168378002081975, 0.6437673565036142, 0.320159116241734, 113, 164, 183, 0.6531101449069222]",49,2769.0552674850233
ACO,"[0.5327046727643749, 0.37157474541969315, 0.16845898553811045, 80, 32, 195, 0.7544167994893075, 0.7063964750321825, 0.20382229277791697, 0.1882988534526142, 117, 193, 18, 0.5216813648009996]",50,2489.4813727273477
ACO,"[0.5419813353276511, 0.2560581015964055, 0.7276284232665134, 47, 108, 31, 0.6490411370012251, 0.6340519180685206, 0.622636021818744, 0.4918266128458939, 130, 160, 55, 0.8944780266890114]",51,1921.666386733815
ACO,"[0.9078568907520448, 0.34770925758454285, 0.9637467625463142, 82, 56, 172, 0.5349563299189775, 0.9781391339766055, 0.24120604356321307, 0.655162672333854, 95, 199, 173, 0.6177870434435262]",52,1743.8067946558522
ACO,"[0.8421358868200125, 0.09138156246948359, 0.24977857314835028, 66, 159, 53, 0.38075509327642326, 0.43777201297483403, 0.12011485692044965, 0.036838599880586465, 115, 24, 191, 0.7774394750476286]",53,2616.283639527189
ACO,"[0.14759229008685348, 0.536452596476075, 0.09377584829453411, 87, 36, 147, 0.7200364826713824, 0.6506509543342548, 0.4569432144539012, 0.35502537199581585, 134, 195, 43, 0.3862025557563129]",54,2911.180044899628
ACO,"[0.37520170685193355, 0.7957016366280302, 0.32093858227528627, 85, 172, 141, 0.8513270995021869, 0.748838265990895, 0.3698393074788321, 0.27285374624646275, 123, 128, 28, 0.9256954971861637]",55,1862.7141801364269
ACO,"[0.5502641757855607, 0.7596269157496185, 0.08166231704431193, 66, 86, 176, 0.9113287537487929, 0.34891711587802865, 0.6793764940767392, 0.02688959346220965, 91, 150, 77, 0.49511283072097967]",56,2669.1444706820444
ACO,"[0.7688773279512368, 0.9918179017450989, 0.28649544914239455, 84, 66, 169, 0.1471999460972907, 0.9701047530732693, 0.7227677993694006, 0.4858120654661534, 118, 114, 128, 0.1321070290566037]",57,2648.8886266946442
ACO,"[0.6585884146778291, 0.6597004714582293, 0.18255176600528933, 61, 160, 30, 0.15513268450363513, 0.8987084561263995, 0.19431339047214546, 0.07307496047971951, 131, 111, 109, 0.7358000228647695]",58,2653.9925295734156
ACO,"[0.4084069995470624, 0.31737600046220193, 0.923585593682071, 123, 70, 89, 0.296322016216906, 0.7046881361156151, 0.07786753099867216, 0.8797144280762685, 121, 141, 69, 0.263180954037058]",59,2282.47334326713
ACO,"[0.7669518553449038, 0.4517025974726122, 0.2550536625737838, 74, 73, 51, 0.77934568309143, 0.3941770986401215, 0.45409853587380844, 0.13804477836065387, 118, 149, 21, 0.5001802246843127]",60,2467.0074796342938
ACO,"[0.06256716025303066, 0.7522604893129694, 0.9623044894078012, 65, 80, 112, 0.5722788826571533, 0.5806259531297194, 0.3788602367534941, 0.8661855624056947, 117, 121, 147, 0.47137619930769686]",61,2545.36394712955
ACO,"[0.8890501846984812, 0.26310286948233363, 0.1395374436593536, 69, 84, 168, 0.6594268343156447, 0.7359499485680759, 0.26308042684235466, 0.15005400147613868, 117, 99, 11, 0.7499053405043149]",62,2523.3997090325056
ACO,"[0.06060088766206828, 0.5483969235824495, 0.7320209565587449, 33, 66, 173, 0.5569725558725641, 0.3212891442912531, 0.13317875398532342, 0.3718290804968557, 124, 184, 176, 0.64660922465643]",63,2347.493372652665
ACO,"[0.6469740592521696, 0.6500026299318772, 0.7052852624651014, 74, 62, 13, 0.3485180307745593, 0.43335201515493205, 0.7461881157941892, 0.5842811095578423, 102, 65, 126, 0.3217575936704724]",64,1939.4965108957667
ACO,"[0.7068274053420573, 0.5831778408389083, 0.458560383005741, 43, 104, 137, 0.5879904145600735, 0.9548715629248382, 0.2645243937424916, 0.03172303235676077, 129, 66, 79, 0.9211087367703071]",65,1817.3992715005945
ACO,"[0.1955503792314054, 0.7041414635581571, 0.013429077896700226, 20, 70, 173, 0.8126852208897227, 0.7799496032463289, 0.288105716428393, 0.12554679792158663, 120, 41, 90, 0.507322428086821]",66,2476.3607713277474
ACO,"[0.3119674193440468, 0.47266023966413584, 0.39560500713903357, 66, 102, 23, 0.3771048309623051, 0.8122149254402722, 0.8045674243340242, 0.3426985024138679, 124, 145, 162, 0.6551440390874848]",67,2495.784067929434
ACO,"[0.9747268300845597, 0.98539432787482, 0.19166853665273098, 73, 97, 116, 0.4914631431306717, 0.4483669474166131, 0.6373271178855876, 0.035385889904817724, 80, 139, 15, 0.8297411259945628]",68,2392.2603117498156
ACO,"[0.7037594105920317, 0.01655895596073209, 0.618051555271641, 56, 190, 177, 0.14591333747730006, 0.5937165035050878, 0.6873040679134984, 0.22762165380283883, 131, 60, 85, 0.6577164744987305]",69,2729.242296755505
ACO,"[0.6897668957168256, 0.13132280876810976, 0.29935563193991954, 65, 106, 82, 0.1530178413468295, 0.8320457029448787, 0.1490743122523721, 0.49855077610075516, 126, 115, 70, 0.14003797612129984]",70,2444.040319265498
ACO,"[0.0035462659204142932, 0.7954971307399286, 0.09286921196572717, 150, 93, 77, 0.7444508937847482, 0.26385708926436313, 0.316248025631948, 0.05736845575095728, 125, 106, 179, 0.20142989185453136]",71,2246.196557620246
ACO,"[0.9600010248538229, 0.7095026830320185, 0.509062541925925, 62, 166, 88, 0.12869430843586432, 0.9438191060525618, 0.5728867217846167, 0.26311658243346503, 125, 71, 192, 0.24083395145562148]",72,2520.461701738963
ACO,"[0.38629845476156266, 0.3475582348782542, 0.20457342665056377, 78, 38, 96, 0.6608371670854087, 0.7199948031224667, 0.03460786698754559, 0.11828135122858685, 106, 167, 130, 0.7639769027351724]",73,2037.0753499800342
ACO,"[0.06134273588498529, 0.2987984801898095, 0.5146837854390579, 50, 76, 54, 0.6302383344214323, 0.49856161280520517, 0.09419939987594417, 0.30308273762273086, 120, 5, 57, 0.5299609911118898]",74,1700.681824967464
ACO,"[0.4161312061275776, 0.797466204694656, 0.21341255211507548, 146, 90, 20, 0.9215262345511794, 0.9802832119834068, 0.06086527588196056, 0.2670169588858323, 118, 83, 9, 0.5747719817660145]",75,1959.0793976422376
ACO,"[0.48067017139857215, 0.9383990433908193, 0.3187124162254994, 40, 95, 125, 0.44891552700105436, 0.7921296227905699, 0.6252656823557927, 0.2702861157991421, 140, 155, 140, 0.24927621923863788]",76,2967.7880336911203
ACO,"[0.2824103222079216, 0.4076883394270535, 0.4436619047294973, 59, 159, 89, 0.3553324477650717, 0.4109653622153524, 0.033717522996601135, 0.15785992820535344, 120, 166, 182, 0.4949054461889346]",77,2367.2362931758794
ACO,"[0.2529388347289371, 0.9917140114373372, 0.46242222063676586, 58, 82, 15, 0.6520465450741384, 0.9711806818145499, 0.6145516441385627, 0.11979184246473695, 111, 144, 14, 0.4206184133116646]",78,1497.5453958914304
ACO,"[0.05409572585117406, 0.35140213240577234, 0.281128482284156, 42, 95, 27, 0.5652604581300771, 0.6359756784387415, 0.5226071791052121, 0.5960933821866433, 123, 164, 57, 0.45554438764717553]",79,2182.1965030734964
ACO,"[0.34906571769437544, 0.5733265394280479, 0.3652885353089621, 29, 74, 126, 0.797391365567958, 0.9458256474995423, 0.6873223325302541, 0.1084376538260815, 143, 26, 135, 0.8817973985188967]",80,1629.2410596647076
ACO,"[0.3645421401267721, 0.6084925678265881, 0.3430659884795766, 63, 66, 44, 0.788563305856987, 0.43254987025101954, 0.879669744469969, 0.3523737240907272, 127, 100, 20, 0.7809036254984091]",81,2518.6567495559652
ACO,"[0.5807768670451338, 0.19889239376930257, 0.49885062786619383, 55, 151, 172, 0.6526599822574868, 0.7250471631748061, 0.4419057855399644, 0.5933070748729891, 127, 188, 187, 0.49590442724107175]",82,2778.5386160180074
ACO,"[0.0781991493285682, 0.7770682942197076, 0.5071631147953477, 67, 82, 123, 0.1498425242831796, 0.42556312223090087, 0.6708266367362612, 0.5763368978313711, 92, 143, 46, 0.15427616843558703]",83,2686.9809728811656
ACO,"[0.07012496267656332, 0.7879495233326409, 0.08817455754446446, 42, 98, 159, 0.8739703758783062, 0.7467383585001139, 0.38181915385435017, 0.07256384533944171, 104, 126, 152, 0.41962115434156805]",84,2545.612751215807
ACO,"[0.5131801093918397, 0.578538019785983, 0.3919088507389066, 123, 71, 182, 0.37886930157735926, 0.3786712070890299, 0.1598209123336234, 0.1183061511768142, 133, 177, 24, 0.3674044398349405]",85,2426.9903036608853
ACO,"[0.6638868910059846, 0.37053682964286727, 0.534610512238385, 80, 64, 16, 0.2965930266476015, 0.478654448706894, 0.8627001781261119, 0.925433788970215, 81, 127, 55, 0.18486522842894584]",86,1908.4989849763372
ACO,"[0.7247057610917805, 0.9032448883445557, 0.43609153789105937, 43, 77, 68, 0.6786228142639565, 0.2870315842170166, 0.39528260568841167, 0.12106349334740596, 53, 173, 188, 0.8019790293876693]",87,3022.6128971727144
ACO,"[0.06634078285465728, 0.9389227625003242, 0.7480951836972844, 88, 78, 162, 0.8284410078791294, 0.5908662612241529, 0.3801416944736764, 0.6320305739879012, 95, 187, 11, 0.5526569675262881]",88,1848.1209054943934
ACO,"[0.46554045158656676, 0.696478255358143, 0.7432215044324576, 72, 59, 85, 0.431988518159506, 0.9402325515762444, 0.4600780927984558, 0.8624165945854178, 110, 134, 128, 0.4455742324507205]",89,2646.7072452148773
ACO,"[0.349479267032611, 0.9065665658657386, 0.5967001745175874, 46, 90, 152, 0.1837873539060967, 0.5918421618108057, 0.30047488841325243, 0.37201399923213674, 101, 157, 175, 0.1595586914125592]",90,2500.8793153623574
ACO,"[0.024613516989132833, 0.6072063186332818, 0.6267609166911793, 138, 78, 191, 0.5562637829012164, 0.2092910638727934, 0.8314295598266311, 0.8314713053095459, 135, 122, 162, 0.4894746817263653]",91,2403.9785925760293
ACO,"[0.35591201520648674, 0.1976414716413828, 0.2840000272023281, 62, 96, 127, 0.23557101375761513, 0.27234759408994, 0.2001567316093299, 0.10107201461328452, 127, 88, 25, 0.3535183735892233]",92,2654.8234710053844
ACO,"[0.24818659537992616, 0.6500690283133961, 0.2765068824056367, 86, 62, 114, 0.37633284139093676, 0.9143174737766138, 0.027274174902024884, 0.193441585555842, 114, 31, 167, 0.269626809671283]",93,2592.0664774476486
ACO,"[0.5801325827195472, 0.6790466737084183, 0.28289118995251983, 64, 78, 128, 0.22238838794199337, 0.15235649499313653, 0.29183623501684863, 0.009545566574912345, 135, 168, 43, 0.24640254248822493]",94,2616.977798177661
ACO,"[0.26393885337150524, 0.8293309073422694, 0.22459240034640338, 105, 71, 56, 0.7156321107909044, 0.3116195821244738, 0.14974308973848827, 0.08106622150985154, 135, 159, 178, 0.5826292682930815]",95,2877.38080586843
ACO,"[0.14073655855362088, 0.858068845410341, 0.06167975444188112, 26, 124, 15, 0.8569178107124431, 0.962647159257724, 0.06495192643469005, 0.1365557362716242, 108, 199, 42, 0.22603380424812394]",96,2442.6469410340414
ACO,"[0.6910646334540459, 0.5040887859845644, 0.09151507992676977, 63, 84, 184, 0.8230882783489172, 0.6957374174605038, 0.9305299709558116, 0.10495010782518199, 134, 141, 82, 0.5932377864934791]",97,2449.778784461276
ACO,"[0.4817196248275949, 0.21635185013162295, 0.1278203104445531, 63, 172, 173, 0.19588337206094888, 0.7563405684624557, 0.3550463131307645, 0.029421427351069895, 117, 60, 18, 0.7064443299491288]",98,2340.127315099685
ACO,"[0.8247636227050368, 0.20371220689882152, 0.6500758762487964, 58, 146, 35, 0.266887016021757, 0.7498129037019727, 0.07533798374266465, 0.1753048484708536, 132, 11, 120, 0.8343187313711592]",99,2657.2565856421547
ACO,"[0.5795938638034738, 0.3641315803742867, 0.8067308579764895, 67, 104, 184, 0.2822877890149147, 0.5464595671896555, 0.06673207076337306, 0.28104903281761695, 127, 126, 92, 0.48626989630336265]",100,2832.210667587018
HGSA,"[0.280484755446976, 0.9336955020831844, 0.3800621809694936, 104.30200711742891, 66.0480856078168, 45.41797244351468, 0.8648111527759709, 0.40013093060167043, 0.5852922473794039, 0.016253120261251575, 113.22913273642756, 180.49712331238544, 112.54251579013304, 0.8133790877233571]",1,1870.8687058345379
HGSA,"[0.9809552469648122, 0.6734531038542916, 0.9636319424672096, 60.374237374304386, 122.4471531199982, 126.2522558473415, 0.7433789975854997, 0.007663698557446907, 0.487908235753109, 0.2152127148703659, 92.00041013280429, 156.1282456525166, 161.0812399222549, 0.7513426003100158]",2,2392.433288567293
HGSA,"[0.26160470003064473, 0.4958831479435425, 0.5024864964128334, 101.97718022950906, 74.21262272531402, 62.82261492597597, 0.5516207491039582, 0.9753403216657536, 0.2817942748864345, 0.6333931896243471, 109.20748553707736, 153.4282528403151, 138.9479824685853, 0.3273353826456789]",3,2462.4160730744543
HGSA,"[0.6738851616943976, 0.49706361416811234, 0.19314768474776847, 76.50360779082075, 162.3961391327197, 171.69275187805368, 0.12093331174091511, 0.3336510740869866, 0.1298364471065147, 0, 111.10159052704307, 67.25648008853325, 15.63866535623865, 0.54901725008553]",4,2702.854408579735
HGSA,"[0.42751105294051595, 0.1908945289024517, 0.8354543074390891, 45.47960736832564, 89.41399206136106, 69.22896762377783, 0.3439437685874877, 0.1547393035770279, 0.869137427018622, 0.9575322546565929, 44.62820549135576, 156.94368915714816, 92.72888101460376, 0.36585660333035264]",5,2769.3353260444023
HGSA,"[0.37607047933902876, 0.308926325815472, 0.8549259343203786, 51.85301171770483, 96.999435785986, 185.1469089091525, 0.5682696715140082, 0.6248950144866942, 0.15138146715699416, 0.22134813870894832, 136.7968466247873, 9.17177650668101, 58.3594962011352, 0.6936269956309489]",6,2330.7953858375413
HGSA,"[0.7895410395862504, 0.8132348086028935, 0.4959204822752909, 58.89389914770559, 129.8080412163368, 36.261381262696034, 0.21346329565518019, 0.16077433720599116, 0.8137928123700207, 0.012355253473808784, 17.16461392329043, 149.5857018715694, 135.62587952319697, 0.5660991100732333]",7,2848.4713594766413
HGSA,"[0.3607691886792588, 0.38647397306094994, 0.5323114582907708, 77.79232100843214, 71.25813325901176, 131.56430776552529, 0.5478963797798063, 0.9855395130664583, 0.18047082322818342, 0.583754848115375, 105.11434745697821, 154.36025143195585, 25.87592115432195, 0.5497317361023487]",8,2420.209755746684
HGSA,"[1, 0.424147336506921, 0.027910721024765404, 59.225482264844246, 81.94661598245065, 103.72011069047048, 0.7466831249652781, 0.8714334851190711, 0.7871800105617653, 0.06773580484344321, 126.71737856356484, 66.8619784355952, 24.67097466940065, 0.38951620334528525]",9,2305.59020662296
HGSA,"[0.783026011320153, 0.5192967226496801, 0.3923571987663563, 65.2306255298233, 28.217753877662574, 111.43327713588272, 0.3061335338732619, 0.8962050802106073, 0.7769718155995667, 0.668321882957985, 113.85942404133847, 124.34927476864897, 58.91604184745296, 0.187965635878572]",10,2754.0145724923836
HGSA,"[0.5857868283074796, 0.3274669993688582, 0.4170799831588736, 55.16977818090042, 140.6221246171034, 122.60334805532543, 0.7259844379808624, 0.43830922037877657, 0.3139233063683777, 0.09857958609622017, 143.65407459650524, 139.82968816276235, 56.804451364394204, 0.6517783783987197]",11,2145.4342034869815
HGSA,"[0.1820355739934461, 0.8708583626590071, 0.09264554848249082, 24.80846608547933, 124.64744302956463, 49.97083235777842, 0.5561936895451436, 0.9864749906781167, 0.21183597910987595, 0.15990411894633874, 108.60634025482238, 136.41281213368202, 139.90958124436648, 0.23843811611517204]",12,2545.9154769883953
HGSA,"[0.37379028883373494, 0.6393049607835463, 0.9038299684002385, 78.57843503082431, 93.75114838869538, 99.79627165892359, 0.23837813257103552, 0.6233739008572339, 0.3087911320987379, 0.803884906611211, 106.43216322161756, 109.95583821087718, 146.082971006956, 0.22222546688205425]",13,2226.3846487750966
HGSA,"[0.4398340949889702, 0.3353483012157204, 0.5398587441966587, 62.5252185386585, 43.32009448091352, 167.73099736245572, 0.778168759143158, 0.7820587389683895, 0.5170638960527539, 0.895124508755956, 111.52268764154006, 99.20264864657399, 67.8167610865222, 0.7172605966172978]",14,2583.0848072362787
HGSA,"[0.7494416309182497, 0.22710015870534167, 0.5008004037268668, 41.427520232532586, 70.02480875607817, 53.461495039132785, 0.7279493656078654, 0.8741228837291241, 0.27988311884447736, 0.4295196964936327, 119.0360747133301, 187.84120579557097, 77.03879430292052, 0.11163223172145419]",15,2159.0351279309616
HGSA,"[0.9933896214744407, 0.47240039564458075, 0.38614402098868794, 40.264225731788386, 94.75608333671252, 65.49450742894744, 0.2088734961613913, 0.7065755774989533, 0.41633440039911823, 0.33639462520216834, 106.10321977461821, 55.219585664265736, 112.87049980628848, 0.17163663770625287]",16,2615.1590493156205
HGSA,"[0.07799294057996914, 0.90633738369619, 0.934067218411055, 17.24234617205685, 78.13815494323391, 118.73592769520238, 0.7766554481235924, 0.3083742242401656, 0.938425515824453, 0.8655134876021008, 103.70749296078739, 159.86273737677573, 94.28678771583525, 0.49855299181161844]",17,1802.8866485196584
HGSA,"[0.6659393065710142, 0.7478362398685616, 0.8131586650917123, 57.40264592933101, 48.009402406377085, 199.0740725804929, 0.5790461676803466, 0.7663020704350472, 0.560101353619237, 0.9776367655315256, 140.03547045569155, 60.9756069208545, 158.49199869325264, 0.3543704890499492]",18,2538.2951075341552
HGSA,"[0.20618919694727272, 0.3339729660758271, 0.2580638855542791, 57.19033878232993, 199.55627492783316, 136.7270558884195, 0.23477657775823568, 0.9307441555921996, 0.26445607832877255, 0.1733519016835872, 127.77378545131346, 168.39530495264367, 13.563440312693753, 0.6129189500452846]",19,2712.339929158969
HGSA,"[0.9339463573735387, 0.06264414127548683, 0.5850823969445601, 71.01557491071969, 55.02120770047834, 78.45850983421677, 0.4792441432241921, 0.43859093726691156, 0.5666859037912229, 0.6427629790538767, 105.40766772442277, 127.2572968881201, 133.2050053678983, 0.40286663092086744]",20,1632.1283638934585
HGSA,"[0.9980402318319002, 0.9305939764087889, 0.2703874576214926, 70.69232439633167, 89.14506142214788, 181.64383184682205, 0.6895590125842337, 0.11610259401893748, 0.09813854027238135, 0.03686217955682826, 117.56264034677108, 110.69142308285909, 101.16700189709204, 0.7653693774129162]",21,2588.2636418862826
HGSA,"[0, 0.8800671869753093, 0.38116332601657976, 118.07987470336202, 70.43746910623224, 93.57933430210745, 0.4498461895396597, 0.3940070799427133, 0.9686226887236808, 0.48080361159678614, 118.09572922297326, 144.8993112310706, 185.42977771205904, 0.15498970388467373]",22,2339.473037866801
HGSA,"[0.24714846255872253, 0.729854718263322, 0.5604743359855555, 22.76528479745629, 88.82891349331246, 29.169816829462288, 0.5163447687223695, 0.3621449818072494, 0.0787274236960397, 0.2740999758672565, 115.97041228652752, 83.9575703737067, 33.02338489421056, 0.20107645858259623]",23,2342.820482766658
HGSA,"[0.8604697900659846, 0.2831462165364382, 0.8944178332363368, 27.83705994725326, 68.46740367925776, 5, 0.920036003707478, 0.22890666527119086, 0.8192294082687754, 0.3866369617865475, 193.38115449172065, 110.06681884880638, 68.92978118104195, 0.25242398276959305]",24,2530.0400818018775
HGSA,"[0.75099556011587, 0.46859285029827813, 0.28237067015544903, 63.266516296560205, 13.559197716976549, 67.08157303338801, 0.8791900061429848, 0.944006013101889, 0.44894874693463394, 0.47354978051400043, 132.50272648794075, 133.0288033680767, 22.773348496688055, 0.23544008890924759]",25,2392.3237215781205
HGSA,"[0.3182577944542576, 0.8082418572589112, 0.41943786673260597, 104.16193026287888, 80.00792434731368, 113.20682870994216, 0.7619339394299256, 0.7325542145252519, 0.16611837716136504, 0.5026389730926357, 121.21645492715668, 62.04615659663323, 117.30985387527647, 0.6093299086832745]",26,1919.5671075234466
HGSA,"[0, 0.7777474162709358, 0.2341071897927343, 154.2081582802438, 105.93009335931798, 93.4773730468994, 0.34593541678655915, 0.4742994053239473, 0.19099412959177595, 0.08125640442334321, 97.94984147594873, 179.98978313227565, 188.28185586701872, 0.27424185480473007]",27,2091.038842005484
HGSA,"[0.1437835150087355, 0.9042023331036773, 0.3307303678876047, 93.98704118753773, 88.14327284114138, 115.6002967377062, 0.9233457269850288, 1, 0.9988582277458182, 0.5219842676747788, 130.1694162391244, 117.65746138156322, 163.15399025132308, 0.5235367050118672]",28,2336.432992389021
HGSA,"[0.3109912517251356, 0.8923669637482063, 0.23862521754791147, 172.07637469607874, 78.16917041959641, 84.81884903088451, 0.8179328270391973, 0.6295014529272117, 0.7298985843278191, 0.14869687780400095, 108.68766985429971, 199.72360425751887, 119.67331173531524, 0.2554252028626527]",29,2200.1285508946994
HGSA,"[0.5850159798642312, 0.19896025060776235, 0.7240434326964781, 64.5319460635123, 26.61833449651659, 159.20100246660286, 0.5442302719875445, 0.3710585169916394, 0.9351909819724253, 0.8583878959392759, 128.57435261004787, 135.49779499595175, 161.26274213399878, 0.40242806603160136]",30,1756.7430299740658
HGSA,"[0.18648244112041867, 1, 0.8115535022390515, 172.7386934049528, 85.65341060008068, 33.77524999766861, 0.3572803703012821, 0.9506271857216453, 0.7661036848470482, 0.7039219105192599, 149.09479210444516, 140.9631878152443, 80.19432599424049, 0.3986305620022052]",31,2559.094207190395
HGSA,"[0.7846840418735105, 0.33327099867612353, 0.6321542019447992, 60.02588490569761, 57.74343838563819, 103.82189978165114, 0.3293467243713499, 0.05248375656443834, 1, 0.3332933424438573, 109.1877487649675, 149.00028577884717, 76.42186547925193, 0.4964155518963006]",32,2525.493605373797
HGSA,"[0.39387353026382266, 0.8021919232861363, 0.40863864640652636, 5, 77.79786978919772, 100.00216428499947, 0.6110542074147078, 0.7438602942913589, 0.06667454614092953, 0.6045731958386122, 105.78022994947278, 152.699772826618, 193.5397154438932, 0.29390856192581627]",33,2683.006116656793
HGSA,"[0.04129113919799082, 0.8640884916062429, 0.23261658483165645, 144.39309177155098, 63.97110539930376, 88.21679459552307, 0.7285083561142172, 0.7383783413615894, 0.48706881705377036, 0.015298479589328298, 135.34015248356818, 42.34513395054153, 46.487117902225854, 0.5329353580398999]",34,2506.3403575541456
HGSA,"[0.013422401323127442, 0.3937335425043016, 0.6921905663634467, 132.30781007728805, 65.7847855283896, 70.53831667198885, 0.8242641084558588, 0.311736744368169, 0.422164149496491, 0.9356463229097579, 135.86208057880114, 137.88145858446964, 51.35841461025093, 0.7887264208830596]",35,2097.6799766839117
HGSA,"[0.2489273114616011, 0.6520728017506793, 0.4730443421149234, 57.46550746328473, 82.5287928446375, 24.458008718763978, 0.5548331521100968, 0.07660317856646157, 0.6895060831869366, 0.058084388836604835, 7.948398099094595, 145.26467330958508, 169.61434350869052, 0.403477652559302]",36,1764.9713194223261
HGSA,"[0.07731350949794354, 0.833821622885666, 0.328023220252839, 95.97400401516852, 93.8471839400903, 135.27812856004914, 0.8843018142301319, 0.7874664934423752, 0.7088786675625671, 0.3783992747453895, 96.7319500261152, 139.46196430513774, 134.69104305289005, 0.8360972243152237]",37,2994.7741759097107
HGSA,"[0.5672514346516704, 0.5246871746139592, 0.3732897280317079, 72.34510118200254, 114.65278873050273, 91.63971422307552, 0.3169926481136046, 0.5801102842533583, 0.20958354134103108, 0.11433437292484627, 100.04757477543949, 150.95445762907124, 115.99107162832637, 0.45367187478130133]",38,2705.3629056336686
HGSA,"[0.31519318602447594, 0.8300366851097043, 0.19148397365054648, 131.50276409182922, 62.85921409183081, 5, 0.7798441318017545, 0.9617995276699085, 0.8025916550837172, 0.052680503725914096, 134.4272921735226, 51.50340933426541, 111.88479858128431, 0.5416320756107768]",39,1714.0516107078822
HGSA,"[1, 0.3688399362328277, 0.5789945461981608, 54.06675820415448, 106.22476649814749, 22.622229648567547, 0.946934029991626, 0.856015171203255, 0.44588128103957747, 0.4422236426757265, 121.42837268964401, 199.76982027243744, 123.57052720836853, 0.7031807560811776]",40,2743.797026534581
